price,area_m2,bedrooms,bathrooms,vagas,endereco,description
199999,55,2,2,1,"Rua Amâncio Valente, Cambeba","Condomínio Favoritto - Rua Amâncio Valente, 1555 - Cambeba- 2 quartos sendo 1 suíte- 2 banheiros- 1 vaga- Lazer Completo- Elevador- Aceita Financiamento..."
250000,64,3,2,2,"Parangaba, Fortaleza","Apartamento na Parangaba com área privativa de 64 m², 03 quartos sendo 01 suíte, wc social, varanda, todo projetado, área de serviço, 02 vagas de garagem. Completa e ampla área de..."
250000,68,2,2,2,"Avenida Dioguinho, Antônio Diogo",apartamento de 2 quartos com 2 vagas de garagens cobertas em um localização espetacular com lazer completo a poucos metros da praia. -
594000,70,3,2,2,"Rua Chico Feitosa do Cococi, Engenheiro Luciano Cavalcante","TRAGA SUA PROPOSTA*VENHA SE ENCANTAR E APROVEITAR NOSSAS CONDIÇÕES ESPECIAIS DE NEGOCIAÇÃO*- LIGUE AGORA, CHAMA NO WHATSAPP OU VIA CHATMAIS INFORMAÇÕES:..."
480000,116,4,3,2,"Rua Doutor Batista de Oliveira, Fortaleza","Edifício Balboa - R. Batista de Oliveira, 1050 - Cocó- 3 quartos + DCE- 3 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um..."
350000,68,2,2,1,"Avenida Historiador Raimundo Girão, Praia de Iracema","Apartamento, Área Total: 68m², 2 dormitórios, 1 suíte, 1 garagem, Armário Closet, Banheiro Social, Bar, Churrasqueira, Elevador privativo, Piscina Adulto, Playground, Salão de Fest..."
190000,81,3,2,1,"Jardim América, Fortaleza","imóvel com ótima localização, próximo ao supermercado extra. apartamento grande, com sala em dois ambientes, três quartos sendo uma suite, todos os quartos com armário embutidos, g..."
590000,117,3,1,2,"Salinas, Fortaleza","Excelente apartamento com área privativa de 117 m², 03 suítes, closet, ampla sala com varanda, wc social, DCE, móveis fixos, 02 vagas de garagem. Área de lazer com piscina, deck co..."
550000,126,3,4,2,"Dionísio Torres, Fortaleza",
484999,95,3,3,2,"Rua 4, Parque Iracema","Condominio Portal de Málaga - R. Mauro Freire, 300 - Parque Iracema- 3 quartos sendo 2 suítes- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Fi..."
900000,133,3,4,3,"Rua Mariana Furtado Leite, Fortaleza","Belíssimo Apartamento no Condomínio East Towe , com 133,40 m² privativos; Sala de estar/jantar; Varanda com bancada de apoio e churrasqueira; 1 (uma) suíte casal com closet; 2 (dua..."
620000,125,3,5,3,"Rua Doutor José Lourenço, Joaquim Tavora","Bem localizado Próximo as Avenidas Barão de Studart e Rui Barbosa!Nascente Total .Área Privativa de 125 m² com 03 Suítes (Master com Closet e Varanda), Sala Estar/J..."
420000,133,4,4,2,"Rua Joaquim Nabuco, Aldeota","Residencial Imira - R. Joaquim Nabuco, 3245 - Dionísio Torres- 3 suítes + DCE- 4 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita..."
235000,67,3,2,2,"Rua General Onofre, Mondubim","Você deseja morar em um apartamento cheio de atributos? Aqui está!!Apartamento à menos de 100m da Av Godofredo Maciel, perto de tudo. Possui 3 quartos, sendo 2 suítes (..."
549999,75,3,3,2,"Travessa Antônio Augusto, Fortaleza","Condominio Piazza Coliseu - Rua Antônio Augusto, 70 - Meireles- 3 quartos sendo 1 suíte- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Financia..."
250000,64,3,2,2,"Parangaba, Fortaleza","Apartamento na Parangaba com área privativa de 64 m², 03 quartos sendo 01 suíte, wc social, varanda, todo projetado, área de serviço, 02 vagas de garagem. Completa e ampla área de..."
250000,68,2,2,2,"Avenida Dioguinho, Antônio Diogo",apartamento de 2 quartos com 2 vagas de garagens cobertas em um localização espetacular com lazer completo a poucos metros da praia. -
594000,70,3,2,2,"Rua Chico Feitosa do Cococi, Engenheiro Luciano Cavalcante","TRAGA SUA PROPOSTA*VENHA SE ENCANTAR E APROVEITAR NOSSAS CONDIÇÕES ESPECIAIS DE NEGOCIAÇÃO*- LIGUE AGORA, CHAMA NO WHATSAPP OU VIA CHATMAIS INFORMAÇÕES:..."
480000,116,4,3,2,"Rua Doutor Batista de Oliveira, Fortaleza","Edifício Balboa - R. Batista de Oliveira, 1050 - Cocó- 3 quartos + DCE- 3 banheiros- 2 vagas- Elevador- Aceita FinanciamentoAgende sua visita com um..."
185000,65,3,2,1,"Rua Paschoal de Castro Alves, Papicu","Apartamento no Papicu com 65 m², próximo da Alberto Sá e do Colégio Antares, com 3 quartos sendo 2 suítes, sala, cozinha e área de serviço. Armários nos quartos e na cozinha. Apart..."
430000,90,3,3,2,"Dionísio Torres, Fortaleza","Excelente Apartamento no Cocó com 3 quartos sendo uma Suíte e dependência Completa de Empregada. Tem duas Vagas Cobertas e o Condomínio é muito bom com um ótimo Salão de Festas, Pl..."
299000,65,3,1,1,"Rua Gonçalves Ledo, Centro","O apartamento no bairro Centro tem 65 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro social, cozinha americana com armários e varanda integrada a sala, sala em L e uma v..."
470000,87,3,3,2,"Rua Nunes Valente, Meireles","Apartamento situado no Ed. Viscaya Gardens com 87m² no 19º andar.Lindo, charmoso e bem localizado! Essas são algumas das qualidades do apartamento no Ed. Viscaya Gardens no..."
430000,96,3,3,2,"Rua Nogueira Acioli, Centro","EXCELENTE APARTAMENTO DISPONÍVEL À VENDA NO CENTRO!Apartamento, de 96 m², bem arejado, bem dividido em 03 quartos, sendo 02 suítes, 03 banheiros, amplas sacada e forro de g..."
240000,90,3,2,1,"Rua Fausto Cabral, Papicu","Localização: Rua Fausto Cabral, 240Características do Imóvel:2 dormitórios1 suíte2 banheiros1 garagemÁrea Privativa: 90,00 m²Área de Serviço..."
219000,84,3,2,1,"Rua Alice, Cidade dos Funcionários",
309999,110,4,4,3,"Rua André Dall'Olio, Papicu","Sabatini - R. André Dall'Olio, 491 - Papicu- 4 suítes- 4 banheiros- 3 vagas- Aceita Financiamento- ElevadorAgende sua visita com um de nossos consul..."
599000,126,3,3,3,"Avenida Antônio Sales, Dionísio Torres","Amplo apartamento com 126 metros², bem ventilado, nascente, dispondo de: sala, varanda, 3 suítes, lavabo, cozinha, e área de serviço. Ambientes decorados na área comum e 3 vagas de..."
460000,84,3,3,2,"Rua Andrade Furtado, Cocó","apto no Mirante do parque, nascente, vista para o verde do parque do cocó, 83,50m2, mobiliado, 3 quartos, sendo 2 suítes, ampla varanda, dependência completa de empregada, 2 vagas..."
274999,70,3,3,2,"Rua Zuca Accioly, Fortaleza","Condomínio José Holanda - R. Zuca Accioly, 510 - Manoel Dias Branco- 3 quartos sendo 2 suítes- 2 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita Fi..."
499000,124,3,4,2,"Rua João Cordeiro, Aldeota","A localização diz tudo, Bairro Aldeota, acesso a Praia de Iracema, Beira-Mar,Shopping, Escolas, Igrejas, Restaurantes, Faculdades, Centro da Cidade.Apartamento com 03 dormitóri..."
280000,64,3,2,2,"Rua Crisanto Moreira da Rocha, Cambeba","Venha conhecer esse excelente apartamento de 64 m² de área total, localizado no bairro Água Fria, em Fortaleza uma das regiões que mais se desenvolve e valoriza na cidade, onde voc..."
490000,120,3,4,3,"Vila União, Fortaleza",3 suítes1 lavabo1 chuveirão1 área de serviçoDeck churrasqueiraGaragem para 3 carros1 sala1 cozinhaProjetadoSó móveis fixos ficamÁgua e gás i...
319999,117,4,3,2,"Avenida Santos Dumont, Fortaleza","Marzzano Premium Residence - Av. Santos Dumont, 6400 - 3 quartos + DCE- 3 banheiros- 2 vagas- Lazer - Elevador- Aceita FinanciamentoAgende sua v..."
420000,70,3,3,2,"Joaquim Tavora, Fortaleza","Excelente apartamento semi novo, andar alto, nascente total, 2 vagas no sub-solo a 2 quadras da Barão de Studart. preço competitivo. Ligue hoje e marque visita com corretor -"
450000,145,3,3,2,"Rua Almeida Prado, Papicu","Edifício Punta Del Leste - Papicu.Ótima localização, pertinho o Shopping Riomar e Av. Santos Dumont, totalmente nascente, com 3 suítes plenas, lavabo, cozinha DCE, área de..."
178000,70,3,2,1,"Vicente Pinzon, Fortaleza",O apartamento no bairro Vicente Pinzon com 70 metros quadrados com 3 quartos sendo 2 suites e 2 banheirosEstá em um condomínio protegido por grades.Ótimo apartamento no bai...
218999,60,3,2,1,"Rua Amâncio Pereira, Passaré","Arena Condomínio Clube - R. Amâncio Pereira, 55 - Passaré- 3 quartos sendo 1 suíte- 2 banheiros- 1 vaga- Lazer Completo- Elevador- Aceita Financiamento<..."
590000,200,3,4,3,"Avenida Senador Virgílio Távora, Meireles","Excelente apartamento em frente a padaria Contrigo e à 200 metros da praia, Meireles, com 03 suítes, dce, varanda, armários, wc social, 03 vagas de garagem.Agende sua visit..."
369000,56,2,2,1,"Rua Frei Mansueto, Meireles","CONDOMINIO BRISA DO MAR, LOCALIZADO EM REGIÃO NOBRE DE NOSSA CIDADE, A POUCOS METROS DA AV. BEIRA MAR, POSSUI EM SEU ENTORNO SUPERMERCADOS, RESTAURANTES, FARMACIAS, CLINICAS, PADAR..."
498999,85,3,3,2,"Rua Fiuza de Pontes, Fortaleza","Residencial Marano - R. Fiúsa de Pontes, 191 - Centro- 3 suítes- 3 banheiros- 2 vagas- Lazer Completo- Elevador- Aceita FinanciamentoAgende sua..."
155000,66,3,2,1,"Rua Padre Paulino, Cajazeiras","Apartamento com 66,35m², Sala 2 Ambientes, Cozinha, Área de Serviço, 03 Quartos (1 Ste), Wc Social, 1 Vaga de Garagem Coberta. Condomínio com: Playground, Salão de Festas,..."
243000,65,3,2,2,"Rua Coronel João de Oliveira, Messejana","Apartamento no Residencial Villa Firenze com 65,75 m² de área construída.Próximo ao Shopping Via Sul, restaurantes, hospitais, escolas, faculdades, etc.02 Torres de 12..."
235000,63,3,2,2,"Rua Júlio Braga, João XXIII","Apartamento localizado na Parangaba com 63 m² , 03 quartos sendo 01 suíte , 01 banheiro social e 02 vagas na garagem.12º andar.Ampla área de lazer : Piscina adulto e infant..."
401410,85,3,4,2,"Rua Equador, Itaperi","Park Brasil ResidenceTorre Única15 Andares, 4 apartamentos/andar3 Opções de PlantasJardins planejados, Estacionamento no subsolo.Áreas comuns entregues equipada..."
260000,76,3,1,1,"Damas, Fortaleza","Apartamento com 75,81m², sala de estar e jantar, cozinha, box blindex, 03 dormitórios sendo 01 suíte, cozinha convencional,nascente, 01 vagas coberta. -"
370000,100,3,3,2,"Papicu, Fortaleza","Condomínio Edifício Star City V - Papicu, com 3 quartos (2 suítes), 2 vagas de garagem, portão automático, guarita, interfone, câmeras de segurança, sala 2 ambientes, cozinha conve..."
248000,72,3,3,1,"Avenida João Pessoa, Damas","Localizado na Av. João Pessoa Próximo ao Pólo de Lazer Gustavo BragaCaracterísticas do Apartamento:Apartamento Projetado com 72,50m², Sala de Estar/Jantar, Cozinha com..."
524999,117,4,4,3,"Rua Eduardo Garcia, Meireles","Edifício New Port - R. Eduardo Garcia, 867 - Aldeota- 3 quartos + DCE- 4 banheiros- 2 ou 3 vagas- Elevador- Aceita FinanciamentoAgende sua visita co..."
460000,71,2,3,2,"Rua Antônio Augusto, Meireles",EXCELENTE APARTAMENTO NO MEIRELES EM ANDAR ALTO COM VISTA MAR MOBILIADO. CONDOMÍNIO POSSUI RAMPA DE ACESSO PARA DEFICIENTE FÍSICO; RECEPÇÃO EM PE DIREITO DUPLO ; 4 ELEVADORES ; SAL...
699336,90,3,2,2,"Rua Um, Parque Iracema",Venha conhecer o Open Residence!Um empreendimento localizado no Parque Del Sol (Cidade dos Funcionários) e pensado para o conforto da sua família. Além de plantas muito bem...
475000,77,3,3,2,"Rua Monsenhor Carneiro da Cunha, Guararapes","Imóvel pronto, localizado no Bairro Guararapes, com área privativa de 76,50m². Ampla área de lazer mega completa (2.177m²), duas vagas por apartamento, sendo seis apartamentos por..."
480000,70,3,2,2,"Avenida Rogaciano Leite, Guararapes","Lafitte Condomínio Parque, um empreendimento projetado para ser uma extensão dos espaços amplos do Cocó. Lazer e conforto no interior do condomínio privativo; Natureza e o canto do..."
559999,106,4,4,2,"Avenida Visconde do Rio Branco, Joaquim Tavora","Condomínio Duetto di Fatima - Av. Visconde do Rio Branco, 2955 - Joaquim Távora- 3 suítes + DCE- 4 banheiros- 2 vaga- Lazer Completo- Elevador- Aceita F..."
679900,116,3,1,2,"Rua Bento Albuquerque, Manuel Sátiro",Apartamento 3 quarto(s) - Manuel Sátiro
440000,93,3,3,2,"Rua Nunes Valente, Meireles",Apartamento com : - 93 m² - 2 suítes + 1 quarto - 2 vagas - dce - banheiro social - 3 apartamentos por andar - varanda - fitness - playground - festas - jogos - área externa Financ...
360000,125,3,1,2,"Rua Tavares Coutinho, Varjota","IMÓVEL AVULSO parcialmente mobiliado por móveis fixos , 2 apartamentos por andar, 3 quartos, sendo 1 suíte, wc social, sala, cozinha, 2 vagas , salão de Festas , Playground , Salão..."
360000,124,3,2,2,"Rua Coronel João de Oliveira, Messejana",Linda cobertura na Messejana.PlaygroundSalão de festasPiscinaBrinquedotecaChurrasqueiraexcelente localização . -
560000,133,3,5,3,"Rua Fonseca Lobo, Aldeota","ÓTIMA OPÇÃO de apartamento de 133 m²,(03)suítes + lavabo,todo mobiliado e decorado(03)vagas,nascente,bairro;Aldeota,,prédio todo revestido em ótima conservação. condomínio 875.00,v..."
350000,105,3,2,2,"Rua Pascoal De Castro Alves, Papicu","Imóvel no Papicu próximo a avenida Eng. Santana Jr.Com acesso facil para praia, aldeota, HGF entre outros.Já pensou em morar em um apartamento com um espaço muito confortáv..."
399950,85,3,3,2,"Rua Bogotá, Parangaba","Quari Residence Clube | Apartamentos com 85m², Novos e Prontos para Morar!!SegurançaGuarita com eclusa de segurança.Estrutura- 15 pavimentos (14 tipo e térreo)<..."
550000,280,4,4,3,"Rua Walter Bezerra Sá, Aldeota","Apartamento na Aldeota amplo e ventilado, 1 por andar, com 280m² é composto por 4 suítes, dependência de empregada e gabinete, varandão, móveis projetados, 3 vagas de garagem! Exce..."
520000,89,3,3,2,"Rua Amâncio Valente, Cambeba","Apartamento a venda em Cambeba!!!!!APARTAMENTO A VENDA CAMBEBA 3 QUARTOS FORTALEZA!!Imóvel Novo 89m² 3 quartos, 2 Suítes 2 vagas ao lado Parque Del Sol - Preço Redu..."
240000,85,3,3,2,"Vicente Pinzon, Fortaleza","APARTAMENTO À VENDA, POSIÇÃO SUL, 85M² DE ÁREA PRIVATIVA, PISO EM CERÂMICA, VARANDA, SALA ESTAR/JANTAR, WC SOCIAL, 03 QUARTOS (SENDO 01 SUÍTE), ARMÁRIOS, COZINHA TRADICIONAL PLANEJ..."
219999,60,3,2,1,"Rua Inácio Vasconcelos, Cambeba","CONDOMÍNIO ATLÂNTICO SUL - Rua Inácio Vasconcelos, 221 - Cambeba- 3 quartos sendo 1 suíte- 2 banheiros- 1 vaga- Elevador- Aceita FinanciamentoAgende..."
590000,100,3,3,2,"Rua Silva Paulet, Aldeota","Promoção do mês - De R$ 650mil por R$ 590milLocalizado em área nobre da Aldeota, próximo ao Colégio Christus Central, Carrefour e outros supermercados, farmácias, postos de..."
520000,87,3,3,2,"Avenida Bezerra de Menezes, Sao Gerardo","PRONTO PARA MORARÁrea privativa 87 m²Piscina com raia semi olímpica, Piscina infantilDeck com churrasqueira, Espaço Gourmet com forno de pizzaSalão de Festas, S..."
500000,92,3,4,2,"Rua Joaquim Lima, Papicu",Condomínio Denver PlaceUnidade 501 | 5º andarMaravilhoso apartamento com PREÇO Imbatível...!!!Grande Oportunidade...!!! Apartamento Usado...!!!Aceita Financiame...
224999,62,3,2,1,"Rua Amâncio Valente, Parque Iracema","Condomínio Favoritto - Rua Amâncio Valente, 1555 - Cambeba- 3 quartos sendo 1 suíte- 2 banheiros- 1 vaga- Lazer Completo- Elevador- Aceita Financiamento..."
690000,110,3,4,2,"Avenida Rogaciano Leite, Salinas","Ed Lafitte - Magis-avenida Rogaciano Leite-109,84m2-3 suites-projetado-dce-Varanda Gourmet-andar alto-2 vagas-lazer completoTaxa de..."
410000,77,3,3,2,"Parquelândia, Fortaleza","Apartamento de 77 m² todo Projetado, Sala estar/jantar, 3 quartos (sendo 3 Suites) Cozinha, Varanda, Area de serviço, 2 Vagas cobertas. Condomínio com Portaria 24 hs, Circuito de T..."
1085995,120,3,3,2,"Rua João Cordeiro, Aldeota","Apartamento na Aldeota com 3 suítes, 2 vagas, 120m² - Lazer completo(DD) TR25388Que tal morar no melhor da Aldeota com vantagens imperdíveis próximo de tudo que voc..."
210000,72,3,1,1,"Avenida João Pessoa, Damas",- Térreo- Casa do Português -
530000,150,3,3,3,"Rua Joaquim Nabuco, Aldeota",O apartamento tem 150 metros quadrados no bairro Aldeota com 3 quartos sendo 3 suítes e 3 banheiros. Tem salão para festas e eventos.Além disso sistema de segurança par...
200000,63,3,2,2,"Rua Ramos Botelho, Papicu","Apartamento bem localizado no Papicu, perto dos maiores shoppings da cidade (RioMar e Iguatemi), supermercados, farmácias, academias, bares, restaurantes, hospitais, escolas, facul..."
310000,81,3,2,2,"Engenheiro Luciano Cavalcante, Fortaleza","Ref.:1548 - Uma graça de apto. semi projetado, com 03 dorms., sendo 01 suíte, WC Soc., 02 vgs., 81m² de ac., WC Empregada. Excelente localização, próx, dos Toques de Bola e Av. Was..."
550000,218,3,4,2,"Rua Padre Quindere, Aldeota","Apartamento no bairro da Aldeota, excelente localização, próximo a escola, supermercados, farmácias, com uma área privativa de 218 metros, com três suítes, sala para quatro ambient..."
559999,106,4,4,2,"Avenida Visconde do Rio Branco, Joaquim Tavora","Condomínio Duetto di Fatima - Av. Visconde do Rio Branco, 2955 - Joaquim Távora- 3 suítes + DCE- 4 banheiros- 2 vaga- Lazer Completo- Elevador- Aceita F..."
195000,56,2,2,1,"Avenida G, Prefeito José Walter","VENDO apartamento no condomínio Residencial ADNARA CAMILO, apto 106, térreo. Conj. Pref. Jose Walter. - 2 quartos (1suite).- 1 banheiro social.- sala e cozinha.- to..."
679900,116,3,1,2,"Rua Bento Albuquerque, Manuel Sátiro",Apartamento 3 quarto(s) - Manuel Sátiro
440000,93,3,3,2,"Rua Nunes Valente, Meireles",Apartamento com : - 93 m² - 2 suítes + 1 quarto - 2 vagas - dce - banheiro social - 3 apartamentos por andar - varanda - fitness - playground - festas - jogos - área externa Financ...
360000,125,3,1,2,"Rua Tavares Coutinho, Varjota","IMÓVEL AVULSO parcialmente mobiliado por móveis fixos , 2 apartamentos por andar, 3 quartos, sendo 1 suíte, wc social, sala, cozinha, 2 vagas , salão de Festas , Playground , Salão..."
620000,95,3,3,2,"Rua Nunes Valente, Meireles","Super bem localizado! Pertinho do Pão de Açúcar, Colégio Christus, Bancos e muito mais.Área Privativa de 95 m² com 03 Quartos (01 Suíte), Ampla Varanda integrada à..."
